Class,Attribute Name,Technical Name,Table Name,Pseudo_Code,nl_description
cmdb_ci_circuit,Circuit Type,circuit_type_value,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'Circuit' AND (circuit_type_value IS NULL OR circuit_type_value = 'None') THEN 1 ELSE 0 END)","Circuit Type cannot be None for Type = Circuit. Counts rows where circuit_type_value is NULL or set to 'None'. Requires Install Status = Installed."
cmdb_ci_circuit,Vendor Circuit Name,vendor_circuit_name,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'Circuit' AND (vendor_circuit_name IS NULL OR vendor_circuit_name = '') THEN 1 ELSE 0 END)","Vendor Circuit Name cannot be empty for Type = Circuit. Counts rows where vendor_circuit_name is NULL or blank. Requires Install Status = Installed."
cmdb_ci_circuit,Vendor,vendor,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'Circuit' AND (vendor IS NULL OR vendor = '' OR vendor NOT IN (SELECT sys_id FROM vendor WHERE active = 1)) THEN 1 ELSE 0 END)","Vendor cannot be empty for Type = Circuit and must be active. Counts rows where vendor is NULL, empty, or references inactive vendor. Requires Install Status = Installed."
cmdb_ci_circuit,Installed,installed,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'Circuit' AND (installed IS NULL OR installed = '') THEN 1 ELSE 0 END)","Installed cannot be empty for Type = Circuit. Counts rows where installed field is NULL or blank. Requires Install Status = Installed."
cmdb_ci_circuit,Port Speed,port_speed,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'Circuit' AND circuit_type_value IN ('Internet', 'MPLS') AND (port_speed IS NULL OR port_speed = '') THEN 1 ELSE 0 END)","Port Speed cannot be blank when Type = Circuit AND Circuit Type IN (Internet, MPLS). Counts rows violating this conditional requirement. Requires Install Status = Installed."
cmdb_ci_circuit,Site Code B,site_code_b,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'Circuit' AND circuit_type_value = 'Point to Point' AND (site_code_b IS NULL OR site_code_b = '' OR site_code_b NOT IN (SELECT sys_id FROM site WHERE active = 1)) THEN 1 ELSE 0 END)","Site Code B cannot be blank when Type = Circuit AND Circuit type = Point to Point, and must be active. Counts rows where site_code_b is NULL, empty, or references inactive site. Requires Install Status = Installed."
cmdb_ci_circuit,Carrier,carrier,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'PTT Device' AND (carrier IS NULL OR carrier = '') THEN 1 ELSE 0 END)","Carrier cannot be blank when Type = PTT Device. Counts rows where carrier is NULL or empty when applicable. Requires Install Status = Installed."
cmdb_ci_circuit,Building,building,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'PTT Device' AND (building IS NULL OR building = '') THEN 1 ELSE 0 END)","Building cannot be blank when Type = PTT Device. Counts rows where building is NULL or empty when applicable. Requires Install Status = Installed."
cmdb_ci_circuit,Room,room,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'PTT Device' AND (room IS NULL OR room = '') THEN 1 ELSE 0 END)","Room cannot be blank when Type = PTT Device. Counts rows where room is NULL or empty when applicable. Requires Install Status = Installed."
cmdb_ci_circuit,Floor,floor,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'PTT Device' AND (floor IS NULL OR floor = '') THEN 1 ELSE 0 END)","Floor cannot be blank when Type = PTT Device. Counts rows where floor is NULL or empty when applicable. Requires Install Status = Installed."
cmdb_ci_circuit,Rack,rack,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'PTT Device' AND (rack IS NULL OR rack = '') THEN 1 ELSE 0 END)","Rack cannot be blank when Type = PTT Device. Counts rows where rack is NULL or empty when applicable. Requires Install Status = Installed."
cmdb_ci_circuit,SDWAN circuit,sdwan_circuit,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'Tunnel' AND (sdwan_circuit IS NULL OR sdwan_circuit = '') THEN 1 ELSE 0 END)","SDWAN circuit cannot be blank when Type = Tunnel. Counts rows where sdwan_circuit is NULL or empty when applicable. Requires Install Status = Installed."
cmdb_ci_circuit,Connection Type,connection_type,cmdb_ci_circuit,"SUM(CASE WHEN circuit_type = 'TPA' AND (connection_type IS NULL OR connection_type = '') THEN 1 ELSE 0 END)","Connection Type cannot be blank when Type = TPA. Counts rows where connection_type is NULL or empty when applicable. Requires Install Status = Installed."
CMDB_CI_Cloud_Service_Account,Owned By,owned_by,CMDB_CI_Cloud_Service_Account,"SUM(CASE WHEN owned_by IS NULL OR owned_by = '' OR owned_by NOT IN (SELECT sys_id FROM sys_user WHERE active = 1) THEN 1 ELSE 0 END)","Owned_by must be populated and should be an active user. Counts rows where field is NULL, empty, or references inactive or non-existent user."
CMDB_CI_Cloud_Service_Account,Object ID,object_id,CMDB_CI_Cloud_Service_Account,"SUM(CASE WHEN object_id IS NULL OR object_id = '' THEN 1 ELSE 0 END)","Object_id must be populated and should not be blank. Counts rows where object_id is NULL or empty."
CMDB_CI_Cloud_Service_Account,Operating Business,operating_business,CMDB_CI_Cloud_Service_Account,"SUM(CASE WHEN operating_business IS NULL OR operating_business = '' THEN 1 ELSE 0 END)","Operating Business cannot be empty. Counts rows where operating_business is NULL or blank."
CMDB_CI_Cloud_Service_Account,Operating SOM,operating_som,CMDB_CI_Cloud_Service_Account,"SUM(CASE WHEN operating_som IS NULL OR operating_som = '' THEN 1 ELSE 0 END)","Operating SOM cannot be empty. Counts rows where operating_som is NULL or blank."
CMDB_CI_Cloud_Service_Account,Account ID,account_id,CMDB_CI_Cloud_Service_Account,"SUM(CASE WHEN account_id IS NULL OR account_id = '' THEN 1 ELSE 0 END)","Account_id cannot be empty. Counts rows where account_id is NULL or blank."
CMDB_CI_Cloud_Service_Account,Cost Center,cost_center,CMDB_CI_Cloud_Service_Account,"SUM(CASE WHEN cost_center IS NULL OR cost_center = '' OR cost_center NOT IN (SELECT sys_id FROM cost_center WHERE active = 1) THEN 1 ELSE 0 END)","Cost Center cannot be blank and should be active. Counts rows where cost_center is NULL, empty, or references inactive cost center."
CMDB_CI_Cloud_Service_Account,Installed,installed,CMDB_CI_Cloud_Service_Account,"SUM(CASE WHEN installed IS NULL OR installed = '' THEN 1 ELSE 0 END)","Installed cannot be blank. Counts rows where installed field is NULL or empty."
CMDB_CI_Service_technical,Portfolio Manager,portfolio_manager,CMDB_CI_Service_technical,"SUM(CASE WHEN portfolio_manager IS NULL OR portfolio_manager = '' OR portfolio_manager NOT IN (SELECT sys_id FROM sys_user WHERE active = 1) THEN 1 ELSE 0 END)","Portfolio Manager cannot be blank and must be active. Counts rows where portfolio_manager is NULL, empty, or references inactive user."
CMDB_CI_Service_technical,CI Owner,ci_owner,CMDB_CI_Service_technical,"SUM(CASE WHEN ci_owner IS NULL OR ci_owner = '' OR ci_owner NOT IN (SELECT sys_id FROM sys_user WHERE active = 1) THEN 1 ELSE 0 END)","CI Owner cannot be blank and must be active. Counts rows where ci_owner is NULL, empty, or references inactive user."
CMDB_CI_Service_technical,Operating Business,operating_business,CMDB_CI_Service_technical,"SUM(CASE WHEN operating_business IS NULL OR operating_business = '' THEN 1 ELSE 0 END)","Operating Business cannot be empty. Counts rows where operating_business is NULL or blank."
CMDB_CI_Service_technical,Operating SOM,operating_som,CMDB_CI_Service_technical,"SUM(CASE WHEN operating_som IS NULL OR operating_som = '' THEN 1 ELSE 0 END)","Operating SOM cannot be empty. Counts rows where operating_som is NULL or blank."
CMDB_CI_Service_technical,Taxonomy Node,taxonomy_node,CMDB_CI_Service_technical,"SUM(CASE WHEN taxonomy_node IS NULL OR taxonomy_node = '' OR taxonomy_node NOT IN (SELECT sys_id FROM taxonomy WHERE active = 1) THEN 1 ELSE 0 END)","Taxonomy Node cannot be empty and must be active. Counts rows where taxonomy_node is NULL, empty, or references inactive taxonomy."
CMDB_CI_Service_technical,Short Description,short_description,CMDB_CI_Service_technical,"SUM(CASE WHEN short_description IS NULL OR short_description = '' THEN 1 ELSE 0 END)","Short Description cannot be empty. Counts rows where short_description is NULL or blank."
CMDB_CI_Service_technical,Service Portfolio,service_portfolio,CMDB_CI_Service_technical,"SUM(CASE WHEN service_portfolio IS NULL OR service_portfolio = '' OR service_portfolio NOT IN (SELECT sys_id FROM service_portfolio WHERE active = 1) THEN 1 ELSE 0 END)","Service Portfolio cannot be empty and must be active. Counts rows where service_portfolio is NULL, empty, or references inactive portfolio."
CMDB_CI_Service_business,Portfolio Manager,portfolio_manager,CMDB_CI_Service_business,"SUM(CASE WHEN portfolio_manager IS NULL OR portfolio_manager = '' OR portfolio_manager NOT IN (SELECT sys_id FROM sys_user WHERE active = 1) THEN 1 ELSE 0 END)","Portfolio Manager cannot be blank and must be active. Counts rows where portfolio_manager is NULL, empty, or references inactive user."
CMDB_CI_Service_business,CI Owner,ci_owner,CMDB_CI_Service_business,"SUM(CASE WHEN ci_owner IS NULL OR ci_owner = '' OR ci_owner NOT IN (SELECT sys_id FROM sys_user WHERE active = 1) THEN 1 ELSE 0 END)","CI Owner cannot be blank and must be active. Counts rows where ci_owner is NULL, empty, or references inactive user."
CMDB_CI_Service_business,Operating Business,operating_business,CMDB_CI_Service_business,"SUM(CASE WHEN operating_business IS NULL OR operating_business = '' THEN 1 ELSE 0 END)","Operating Business cannot be empty. Counts rows where operating_business is NULL or blank."
CMDB_CI_Service_business,Operating SOM,operating_som,CMDB_CI_Service_business,"SUM(CASE WHEN operating_som IS NULL OR operating_som = '' THEN 1 ELSE 0 END)","Operating SOM cannot be empty. Counts rows where operating_som is NULL or blank."
CMDB_CI_Service_business,Taxonomy Node,taxonomy_node,CMDB_CI_Service_business,"SUM(CASE WHEN taxonomy_node IS NULL OR taxonomy_node = '' OR taxonomy_node NOT IN (SELECT sys_id FROM taxonomy WHERE active = 1) THEN 1 ELSE 0 END)","Taxonomy Node cannot be empty and must be active. Counts rows where taxonomy_node is NULL, empty, or references inactive taxonomy."
CMDB_CI_Service_business,Short Description,short_description,CMDB_CI_Service_business,"SUM(CASE WHEN short_description IS NULL OR short_description = '' THEN 1 ELSE 0 END)","Short Description cannot be empty. Counts rows where short_description is NULL or blank."
CMDB_CI_Service_business,Service Portfolio,service_portfolio,CMDB_CI_Service_business,"SUM(CASE WHEN service_portfolio IS NULL OR service_portfolio = '' OR service_portfolio NOT IN (SELECT sys_id FROM service_portfolio WHERE active = 1) THEN 1 ELSE 0 END)","Service Portfolio cannot be empty and must be active. Counts rows where service_portfolio is NULL, empty, or references inactive portfolio."
service_offering(T),Portfolio Manager,portfolio_manager,service_offering,"SUM(CASE WHEN service_classification = 'Technology Management Service' AND phase IN ('Pipeline', 'Catalog') AND (portfolio_manager IS NULL OR portfolio_manager = '' OR portfolio_manager NOT IN (SELECT sys_id FROM sys_user WHERE active = 1)) THEN 1 ELSE 0 END)","Portfolio Manager cannot be blank and must be active for Technology Management Services in Pipeline/Catalog phase. Counts rows where portfolio_manager is NULL, empty, or references inactive user."
service_offering(T),CI Owner,ci_owner,service_offering,"SUM(CASE WHEN service_classification = 'Technology Management Service' AND phase IN ('Pipeline', 'Catalog') AND (ci_owner IS NULL OR ci_owner = '' OR ci_owner NOT IN (SELECT sys_id FROM sys_user WHERE active = 1)) THEN 1 ELSE 0 END)","CI Owner cannot be blank and must be active for Technology Management Services in Pipeline/Catalog phase. Counts rows where ci_owner is NULL, empty, or references inactive user."
service_offering(T),Operating Business,operating_business,service_offering,"SUM(CASE WHEN service_classification = 'Technology Management Service' AND phase IN ('Pipeline', 'Catalog') AND (operating_business IS NULL OR operating_business = '') THEN 1 ELSE 0 END)","Operating Business cannot be empty for Technology Management Services in Pipeline/Catalog phase. Counts rows where operating_business is NULL or blank."
service_offering(T),Operating SOM,operating_som,service_offering,"SUM(CASE WHEN service_classification = 'Technology Management Service' AND phase IN ('Pipeline', 'Catalog') AND (operating_som IS NULL OR operating_som = '') THEN 1 ELSE 0 END)","Operating SOM cannot be empty for Technology Management Services in Pipeline/Catalog phase. Counts rows where operating_som is NULL or blank."
service_offering(T),Support Type,support_type,service_offering,"SUM(CASE WHEN service_classification = 'Technology Management Service' AND phase IN ('Pipeline', 'Catalog') AND (support_type IS NULL OR support_type = 'None' OR (support_type = 'Managed Service' AND (managed_service_provider IS NULL OR managed_service_provider = ''))) THEN 1 ELSE 0 END)","Support Type cannot be None for Technology Management Services. If support_type = Managed Service, then managed_service_provider is mandatory. Counts rows where support_type is None or managed_service_provider is missing when required."
service_offering(T),Business Criticality,business_criticality,service_offering,"SUM(CASE WHEN service_classification = 'Technology Management Service' AND phase IN ('Pipeline', 'Catalog') AND (business_criticality IS NULL OR business_criticality = 'None') THEN 1 ELSE 0 END)","Business Criticality cannot be None for Technology Management Services in Pipeline/Catalog phase. Counts rows where business_criticality is NULL or set to 'None'."
service_offering(T),Support Group,support_group,service_offering,"SUM(CASE WHEN service_classification = 'Technology Management Service' AND phase IN ('Pipeline', 'Catalog') AND (support_group IS NULL OR support_group NOT IN (SELECT sys_id FROM sys_group WHERE active = 1 AND group_type IN ('ITIL', 'Support') AND group_manager_active = 1 AND active_members >= 2)) THEN 1 ELSE 0 END)","Support Group must be active, of type ITIL or Support, have active group manager, and minimum 2 active members for Technology Management Services in Pipeline/Catalog phase. Counts non-compliant rows."
service_offering(T),Hosting Type,hosting_type,service_offering,"SUM(CASE WHEN service_offering_type = 'Foundation Service Offering' AND (hosting_type IS NULL OR hosting_type = '') THEN 1 ELSE 0 END)","Hosting Type cannot be blank and is mandatory when service offering type is Foundation Service Offering. Counts rows where hosting_type is NULL or empty when applicable."
service_offering(T),Third Party Access,third_party_access,service_offering,"SUM(CASE WHEN service_offering_type = 'Foundation Service Offering' AND (third_party_access IS NULL OR third_party_access = 'None') THEN 1 ELSE 0 END)","Third Party Access cannot be None when service offering type is Foundation Service Offering. Counts rows where third_party_access is NULL or set to 'None' when applicable."
service_offering(T),Externally Facing,externally_facing,service_offering,"SUM(CASE WHEN service_offering_type = 'Foundation Service Offering' AND (externally_facing IS NULL OR externally_facing = 'None') THEN 1 ELSE 0 END)","Externally Facing cannot be None when service offering type is Foundation Service Offering. Counts rows where externally_facing is NULL or set to 'None' when applicable."
service_offering(T),Managed Service Provider,managed_service_provider,service_offering,"SUM(CASE WHEN support_type = 'Managed Service' AND (managed_service_provider IS NULL OR managed_service_provider = '') THEN 1 ELSE 0 END)","Managed Service Provider cannot be empty when Support type is Managed Service. Counts rows where managed_service_provider is NULL or blank when applicable."
service_offering(B),Portfolio Manager,portfolio_manager,service_offering,"SUM(CASE WHEN service_classification = 'Business Service' AND phase IN ('Pipeline', 'Catalog') AND parent_service != 'Shell IT Business Service' AND (portfolio_manager IS NULL OR portfolio_manager = '' OR portfolio_manager NOT IN (SELECT sys_id FROM sys_user WHERE active = 1)) THEN 1 ELSE 0 END)","Portfolio Manager cannot be blank and must be active for Business Services in Pipeline/Catalog phase where Parent IS NOT 'Shell IT Business Service'. Counts non-compliant rows."
service_offering(B),CI Owner,ci_owner,service_offering,"SUM(CASE WHEN service_classification = 'Business Service' AND phase IN ('Pipeline', 'Catalog') AND parent_service != 'Shell IT Business Service' AND (ci_owner IS NULL OR ci_owner = '' OR ci_owner NOT IN (SELECT sys_id FROM sys_user WHERE active = 1)) THEN 1 ELSE 0 END)","CI Owner cannot be blank and must be active for Business Services in Pipeline/Catalog phase where Parent IS NOT 'Shell IT Business Service'. Counts non-compliant rows."
service_offering(B),Operating Business,operating_business,service_offering,"SUM(CASE WHEN service_classification = 'Business Service' AND phase IN ('Pipeline', 'Catalog') AND parent_service != 'Shell IT Business Service' AND (operating_business IS NULL OR operating_business = '') THEN 1 ELSE 0 END)","Operating Business cannot be empty for Business Services in Pipeline/Catalog phase where Parent IS NOT 'Shell IT Business Service'. Counts rows where operating_business is NULL or blank."
service_offering(B),Operating SOM,operating_som,service_offering,"SUM(CASE WHEN service_classification = 'Business Service' AND phase IN ('Pipeline', 'Catalog') AND parent_service != 'Shell IT Business Service' AND (operating_som IS NULL OR operating_som = '') THEN 1 ELSE 0 END)","Operating SOM cannot be empty for Business Services in Pipeline/Catalog phase where Parent IS NOT 'Shell IT Business Service'. Counts rows where operating_som is NULL or blank."
cmdb_ci_netgear,Model ID,model_id,cmdb_ci_netgear,"SUM(CASE WHEN model_id IS NULL OR model_id = '' THEN 1 ELSE 0 END)","Model_id must be populated and cannot be blank. Counts rows where model_id is NULL or empty."
cmdb_ci_netgear,Location,location,cmdb_ci_netgear,"SUM(CASE WHEN location IS NULL OR location = '' OR location NOT IN (SELECT sys_id FROM location WHERE active = 1) THEN 1 ELSE 0 END)","Location cannot be blank and must be active. Counts rows where location is NULL, empty, or references inactive location."
cmdb_ci_netgear,Company,company,cmdb_ci_netgear,"SUM(CASE WHEN company IS NULL OR company = '' OR company NOT IN (SELECT sys_id FROM company WHERE active = 1) THEN 1 ELSE 0 END)","Company cannot be blank and must be active. Counts rows where company is NULL, empty, or references inactive company."
cmdb_ci_netgear,Owned By,owned_by,cmdb_ci_netgear,"SUM(CASE WHEN owned_by IS NULL OR owned_by = '' OR owned_by NOT IN (SELECT sys_id FROM sys_user WHERE active = 1) THEN 1 ELSE 0 END)","Owned_by cannot be blank and must be active. Counts rows where owned_by is NULL, empty, or references inactive user."
cmdb_ci_netgear,Operating SOM,operating_som,cmdb_ci_netgear,"SUM(CASE WHEN operating_som IS NULL OR operating_som = '' OR operating_som NOT IN (SELECT sys_id FROM operating_business_framework WHERE active = 1) THEN 1 ELSE 0 END)","Operating SOM cannot be blank and must map to operating Business framework. Counts rows where operating_som is NULL, empty, or invalid mapping."
cmdb_ci_netgear,Cost Centre,cost_centre,cmdb_ci_netgear,"SUM(CASE WHEN cost_centre IS NULL OR cost_centre = '' OR cost_centre NOT IN (SELECT sys_id FROM cost_center WHERE active = 1) THEN 1 ELSE 0 END)","Cost Centre cannot be blank and must be active. Counts rows where cost_centre is NULL, empty, or references inactive cost center."
